id,created_at,username,lang,text,
4.8944062229067E+017,2014-07-16 16:05:12,AndreaBelieve06,en,~Happy Birthday my angel~ luke_is_a_penguin #hbd birthday #lukehemmings #amazing #18 … http://t.co/JpJY44C2pr,
4.89440543731368E+017,2014-07-16 16:04:53,IlkyazyYazyaz,tr,#me #smile #mylife  #today #çeşme http://t.co/pFf54EnFq6,
4.89440539746783E+017,2014-07-16 16:04:52,DanaeHarris91,en,5k complete in 23.26  #run #time,
4.89440518011486E+017,2014-07-16 16:04:47,Yashdeep_Garg,en,"The Morning Motivation You Desperately Need Today:
http://t.co/TjGRZtUabj
#Motivation #Success  
via @Mashable http://t.co/31SRHfVyom",
4.89440496528658E+017,2014-07-16 16:04:42,Miss_Wood,en,"Lovely meal today @bullyscardiff fantastic food, wine and service as always! #stuffed ",
4.8944047790175E+017,2014-07-16 16:04:37,davidezeminian,en,#friend #friends #fun #TagsForLikes #funny #love #instagood #igers #friendship #party #chill … http://t.co/OKAFN42eOX,
4.89440472931504E+017,2014-07-16 16:04:36,IgnaciaBenita,en,Happy birthday little sisters..16 July 2014.. #july birthday #family  #candle #girl… http://t.co/VMV958Meiq,
4.89440470825964E+017,2014-07-16 16:04:36,IsaBella_ByMIA,en,#nofilter #beautiful  #me #MIA #like4like #cute #love #friends #tbt #TfLers #swag #amazing… http://t.co/pTfWaal2QB,
4.89440441687753E+017,2014-07-16 16:04:29,Cindih88,en,Office view today #cropspraying #sunshine #planes #love #like #follow #beautifulday  #fun http://t.co/82Rb234qpD,
4.89440389284516E+017,2014-07-16 16:04:16,BeluuuPerez,en,#Beautiful #Dog  #Peace #Me #with #my #dog #Baby #Labradora http://t.co/IJ9UNs4Qmt,
4.89440332333842E+017,2014-07-16 16:04:03,ameliaprimarini,tl,Fokeusssss.....!! ... #qisya #nice #cute #nephew  #chic #family #nugipicts http://t.co/J0AdnMNsC3,
4.89440329792107E+017,2014-07-16 16:04:02,madi_avery,en,I can finally say I've been here! I feel honored. I'm pretty much one of the family now.  … http://t.co/Ge5GC0yVz9,
4.89440328730939E+017,2014-07-16 16:04:02,MissNadiaO,en,Good morning my dreamers 😘😘😊✌💕💛✨ #mood  #wednesday #dreamingbig #suena #missnadiao http://t.co/P2nLl2lCkk,
4.89440327237784E+017,2014-07-16 16:04:02,quindiciluglio,en,"and live while we're young!
#girls #cute  
@stylinsecrets ♥ http://t.co/zltkut9wPD",
4.89440315728998E+017,2014-07-16 16:03:59,rapunnnn,tr,#saç#pretty @peluELK http://t.co/aJq65Iv7fp,
4.89440267179917E+017,2014-07-16 16:03:47,RoryMannall,en,Car insurance this year is only £690! ,
4.89440247302738E+017,2014-07-16 16:03:42,NicoleEllena1,en,I'm lucky that I have a nice good hearted family ❤️ I have really cool nice caring friends too ☺️ #familycomesfirst #truefriends ,
4.89440246828765E+017,2014-07-16 16:03:42,Mrvozcnr,tr,Because some  :) #teyzoş #gezmeler #swag http://t.co/mDqp5frQWH,
4.89440240059167E+017,2014-07-16 16:03:41,Pelin19077091,en,RT @semihergul95: #holiday#summer#sun#fashion#smile#cute#pretty http://t.co/nY2cCVSUkR,
4.8944023511407E+017,2014-07-16 16:03:40,CharlotteEnnew,en,Barbequeeeee ☀️😘 @gogogadgetgal #barbeque#boyfriend#sun#dayoff#love http://t.co/8zfYjUXOmA,
4.89440234544071E+017,2014-07-16 16:03:39,Jrodriguesfn,en,"I &lt;3 Mar!
#Surf#Praia..(;",
4.89440223713968E+017,2014-07-16 16:03:37,anggighi,en,#night #eat #at #CizN'Chic #me #friend  #night #seeyou http://t.co/SXsGoVeiWT,
4.89440219041514E+017,2014-07-16 16:03:36,amulet68379875,en,#cute #beautiful  #follow #love #Cherrytomato #vegetables http://t.co/Nt0JQi8Qol,
4.89440213371212E+017,2014-07-16 16:03:34,saeedbaloch93,en,Gift from dad ♡  #Nike #Nike+fuelband #justdoit #Awesomefeeling http://t.co/WaVkoC0Aci,
4.89440187110265E+017,2014-07-16 16:03:28,Pelin19077091,en,RT @semihergul95: #bodrum#holiday#sunshine#hot#TagsForLikes#picart#instagramers#follow#picart#smile#fine#instaphoto http://t.co/y2AJc…,
4.8944017416285E+017,2014-07-16 16:03:25,LeadersEdgeInc,en,Struggling to keep your customers and clients ? Check out the advice in our blog: http://t.co/sxYI5ypLke http://t.co/Vu4nruM9bh,
4.89440129723806E+017,2014-07-16 16:03:14,ChannelRJ,en,A man without a smiling face must not open a shop. - Chinese Proverb #smile happyjoyjoy #truthsweignore #shark #teeth #business ,
4.89440118168895E+017,2014-07-16 16:03:12,leverlen,en,#sweet#summer #veg #detox #joy#fun #colour#full #mindfulness  hampstead #hampsteadlife… http://t.co/UIrxFM95UR,
4.89440075889902E+017,2014-07-16 16:03:02,Diaperulator,en,"Slow Down and Eat, Kid! | CloudMom - #love #mom #beautiful  #cute #style #fashion http://t.co/37MvIPNsps",
4.89440073428242E+017,2014-07-16 16:03:01,Diaperulator,en,JOHNSON'S Baby Light Oil Spray TVC - #love #mom #beautiful  #cute #style #fashion http://t.co/U5ulEtDCpp,
4.89440072224506E+017,2014-07-16 16:03:01,LaLaah__,en,I love this. 👌 #nike #quote #fit #confident  #hilarious #hot #workoutquotes #workoutmotivation… http://t.co/kfiVDmOyjx,
4.89440071355879E+017,2014-07-16 16:03:01,Diaperulator,en,Why Kids Should Be Doing Nothing | CloudMom - #love #mom #beautiful  #cute #style #fashion http://t.co/tQLQt4mjl6,
4.89440060886876E+017,2014-07-16 16:02:58,Laly_Bonitah,tl,Mi Reyna HermOsa And Yo...  :) http://t.co/Edo7kv2pfD,
4.89440058613567E+017,2014-07-16 16:02:57,3282014,en,"""@StrongBoldBeaut: Be #free be  for #life #novalidationneeded http://t.co/OOMnzQtb6w""",
4.89440058047349E+017,2014-07-16 16:02:57,YouthDirections,en,"It is neither wealth nor the #glory, but satisfaction which makes you . Know your aim at http://t.co/CkDVwnBK5x.",
4.89440045799977E+017,2014-07-16 16:02:54,KimRogersThrive,en,"I #need people who want a #healthier #lifestyle &amp; #money! Be ! #join free as promoter!
http://t.co/PKlRSaMuPO http://t.co/lUg6WqEbUj",
4.89440037352653E+017,2014-07-16 16:02:52,3282014,en,RT @StrongBoldBeaut: Be #free be  for #life #novalidationneeded http://t.co/71Hvug18Wy,
4.89440036350222E+017,2014-07-16 16:02:52,MazzleDazzle_,en,"My mom just said she's been reflecting on my comments on #fatphobia, has recognized her own, and has been working to change it!!! #sj ",
4.89440026128703E+017,2014-07-16 16:02:50,mikechalut,en,@DinaPugliese I felt like you this am with out the stilettos so  to be apart of #rogers http://t.co/2NhpNmrzKe,
4.89440025311212E+017,2014-07-16 16:02:50,itamarLpzz,en,,
4.89440020735226E+017,2014-07-16 16:02:48,Reen_Vogel,en,Another audition today! ,
4.89439997213151E+017,2014-07-16 16:02:43,ElfiaEkawati,tl,"#Buber  #cheer #up #photooftheday #instalike #instaphoto 
Buber w/ kawan-kawan 😃😄😊 @ Masjid… http://t.co/HYDvlWpV5w",
4.89439959179592E+017,2014-07-16 16:02:34,NextStagePurpos,en,"It is neither wealth nor the #glory, but satisfaction which makes you . Know your aim at http://t.co/3Rr8loDGhX.",
4.8943995865951E+017,2014-07-16 16:02:34,melevent,tr,RT @SametDincoz: 🎂 iyi ki doğdun kankaaa 👏👏👏 @melevent bday  #birth #day http://t.co/Anb7MuD4Vd,
4.89439955744084E+017,2014-07-16 16:02:33,karYn_ladiee,en,#amazing #night with my #handsome #hubby &lt,3 #younglove #truelove #mylove couple  #lady… http://t.co/PQBpTiCw6B
4.89439939818717E+017,2014-07-16 16:02:29,conductortony,en,⭐️👌👏❤️😘 #hey #brothers &amp, #sisters #party  #love #family #like #bestoffday #photoofftheday #swag… http://t.co/8g5DFr07NA
4.89439938438787E+017,2014-07-16 16:02:29,hannahpoodles,en,Today is a good day I've found a pair of jeans that fit thank u @ASOS u have made jeans that fit my big butt  #bigbumproblems,
4.89439912093954E+017,2014-07-16 16:02:23,GenesisMariah1,en, Create #professional pdf files at an invincible price.: Simply print pdf from any program. Create prote... http://t.co/AJbCKUXGmJ,
4.89439906981483E+017,2014-07-16 16:02:21,fayaz_lk,en,#EURCAD update i closed 75%% of position and SL moved below the original price banked $480 #forextrading  #pips http://t.co/7mkKvfj6zO,
4.89439893483815E+017,2014-07-16 16:02:18,RealistOverdose,en,Everyday. #Morning #Afternoon #Night #PositiveVibes #LiveFree  http://t.co/KIaWzJJDup,
4.89439886248661E+017,2014-07-16 16:02:16,emmanueell,en,⚓️⚓️⚓️ #me #male #morning #sexy #smile #shoot #guy #good #like #lips #cute #follow #freckles … http://t.co/QaXmFzDQrS,
4.89439881618129E+017,2014-07-16 16:02:15,KrisAmelong,en,A #Healing Testimony After Using A #Coffee Enema http://t.co/z5m3SgZSei  #android #rt #healing,
4.89439846398587E+017,2014-07-16 16:02:07,johelys_21,en,#Sunday #Pool  #Sexy....!!! 13/7/14 @ClubArroyoHondo http://t.co/dN9UgpfBIV,
4.89439842812457E+017,2014-07-16 16:02:06,jennye1,en,"Seeing @jtimberlake tonight, opening day at the track Fri, silks&amp;satins 5k on Sat, @BrunoMars Sunday! Looking fwd to the next 5 days! ",
4.8943982041525E+017,2014-07-16 16:02:01,PROMOTION_PT,en,#Endorphins make you . Who wouldn't want to #workout? http://t.co/kqfvvXj8uk,
4.89439779789238E+017,2014-07-16 16:01:51,JJuuuuuuuuuuuly,es,"798 visitas y 36 Me gustas !
#HSD ",
4.89439770838192E+017,2014-07-16 16:01:49,rinadahlia,en,RT @MesutOzil1088: back in the country of the world champions :-) 🏆 🏆  #DFBTeam  http://t.co/HCG0CeQUIU,
4.89439755361214E+017,2014-07-16 16:01:45,DHalDrummer,en,#allsmiles #recording  #inthestudio #regram from mannyestudio http://t.co/Kr7ZETbo0J,
4.89439748490936E+017,2014-07-16 16:01:44,Alvianus,en,"Neutralize stomach first with this yogurt 🍓❤️ Strawberry 

#foodporn #picoftheday … http://t.co/9Xwd0SZk6r",
4.89439720909206E+017,2014-07-16 16:01:37,fhann_,en,#Helloday #afternoon #sunset day #vintage #mood #beauty #awesome #happiness #instamood #expression #photoshoot #model #indonesia,
4.8943972051952E+017,2014-07-16 16:01:37,romyAFCA,en,#today #outsite #horseriding #green  #dutch #girl #glasses #made #by #Amber #Instamood… http://t.co/wyDbSvbHKe,
4.8943969824777E+017,2014-07-16 16:01:32,eupradoo,en,I'm feel so good.  #PositiveVibe #Good  #Summer #sun http://t.co/hlmgpRFJvt,
4.89439677863039E+017,2014-07-16 16:01:27,StrongBoldBeaut,en,Be #free be  for #life #novalidationneeded http://t.co/71Hvug18Wy,
4.89439660674794E+017,2014-07-16 16:01:23,mervegl_45,en,#me #sweet #cute #black #and #white #beatiful #hair  #day #followme &lt,3 http://t.co/IChVX0vnRu
4.89439656472113E+017,2014-07-16 16:01:22,pampear,en,"#100happydays
The view from my office today!
#R+F #lovemyjob #lovelife  http://t.co/Z87WLieXhr",
4.89439639090909E+017,2014-07-16 16:01:17,2014Danilenko,en,🌸  #best #beautiful #today #evening #insta #Togliatti #nice #nicely #Natalie #girl #good #july @… http://t.co/l3tQ5PFFhm,
4.8943962200372E+017,2014-07-16 16:01:13,SimplySendcere,en,Do you want  days? Give people a bit of your Heart rather than a piece of our mind. #Kindness http://t.co/o18nMSzR8w,
4.89439619797103E+017,2014-07-16 16:01:13,Sweett_Red,en,"Don't worry be Happy! 😊🙌 
🌻🌿🌻🌿🌻🌿🌻🌿🌻🌿🌻

 #onpurpose #takecharge #smile #love… http://t.co/Rv329FGaXZ",
4.89439615594422E+017,2014-07-16 16:01:12,AILEEN140798,en,#Jugador #Favorito #Bale  #birthday #25Years @GarethBale11 ♥ http://t.co/5CETE86bFG,
4.89439615397286E+017,2014-07-16 16:01:12,adultcamweb,en," #Love #hot #Porn
 #Misteriouswife is now online click here to see a live #sex show http://t.co/CmtZ1PDd9o",
4.8943960260087E+017,2014-07-16 16:01:09,Akss004,en,"Faith makes all things possible. Hope
makes all things work. Love makes all
things beautiful... ",
4.89439572989075E+017,2014-07-16 16:01:02,didiek66824502,tl, b'day Katrina Kaif,
4.89439571500102E+017,2014-07-16 16:01:01,slavscanfly,en,#me #girl #curve #blonde #chocolate #iphone #mirror #selfie  #lace #balkan #bulgaria #summer… http://t.co/X0fabWZ462,
4.89439564319425E+017,2014-07-16 16:01:00,nonghoz,en,RT @Paula_White: Today don’t allow bitterness to make you resent someone else’s #blessing! Be  for them- cause YOURS IS ON ITS WAY!,
4.89439560116748E+017,2014-07-16 16:00:59,alicerobinson22,en,"Today is a happy day, got paid and tipped a lot more that expected and the lollypop lady waved to me when driving past a school ",
4.89439553740997E+017,2014-07-16 16:00:57,waktiduha,en,"""Do you?""
#capture #moment #accident #bride #prewedding #somewhere #smile  #love http://t.co/ZbFEDe20XF",
4.8943953532801E+017,2014-07-16 16:00:53,bikini_circus,en,"La Souplesse

#myrtille #happiness  #quatrefersenlair #rolling #pony #hairy #hairypony #joy… http://t.co/oaRAiRKTXy",
4.89439529875415E+017,2014-07-16 16:00:51,KrisAmelong,en,What Is a #Colon Implant? http://t.co/3XDe7br1GR #inflammation #detox  #wellness #android #rt,
4.89439529179566E+017,2014-07-16 16:00:51,cerenkaya0,en,#cat #love  http://t.co/8cFCOsA58Q,
4.89439520329187E+017,2014-07-16 16:00:49,first_field,en,#health #heathly #glutenfree #diet #body #eatclean #cleaneating #healthyliving  #love,
4.89439510829089E+017,2014-07-16 16:00:47,Amara_nanda,en,RT @MesutOzil1088: back in the country of the world champions :-) 🏆 🏆  #DFBTeam  http://t.co/HCG0CeQUIU,
4.89439509193691E+017,2014-07-16 16:00:47,taaayrutherford,en,My boyfriend is the best😘 I couldn't ask for anything better💙 #flowers #birthday  #boyfriend http://t.co/4CO9hsW2wM,
4.89439484409553E+017,2014-07-16 16:00:41,ken_theonandes,en,#first #Selfie  #with #mom #HBD #latepost  #birthday #moldiv #love http://t.co/IBHPAzUDcR,
4.89439482857288E+017,2014-07-16 16:00:40,AitanaFernandz,en,#covergirl #cover #titanium #sia #davidguetta  #birthday #luke #hemmings #5SOS #YouTube #music #bye http://t.co/fFSLNWMQI7,
4.89439470069232E+017,2014-07-16 16:00:37,ReMixSalon,en,Good Morning Beauties!!!! Get Up Dress Up &amp, Show Up✨ #photooftheday #igdaily #instamood #smile … http://t.co/vvcutbwaeZ
4.89439454809956E+017,2014-07-16 16:00:34,KrisAmelong,en,"#Healing Videos on Detox, #WeightLoss, #EssentialOils, #Coffee Enema and more http://t.co/Yo0isskmen ",
4.89439426792014E+017,2014-07-16 16:00:27,FoodPorn_MX,en,RT @LulaLiv: Evie got me a snake #sweet #snake #present #yum #thanks #orange #green #yellow  #love #foodporn… http://t.co/JRkpsIb0VD,
4.89439425227932E+017,2014-07-16 16:00:26,eSaReMaR,en,Photo: 😊😊😊😊 #Sisters &amp, #Friends #selca #selfie #kiddos  #shalala #wayligosiAko 😃 #enjoytheshow... http://t.co/AmQwoKqTGF
4.89439420395696E+017,2014-07-16 16:00:25,BenjaminScott3,en,"Life not   http://t.co/Tsr4xXt5Q1 ""It Happens"" .99 cents here pls re-tweet http://t.co/dLohauB27a #Pharrell http://t.co/dFeyqa9crt",
4.89439412703724E+017,2014-07-16 16:00:23,eSaReMaR,en,😊😊😊😊 #Sisters &amp, #Friends #selca #selfie #kiddos  #shalala #wayligosiAko 😃 #enjoytheshow 💛💙💜💕💚💝💖 http://t.co/MNSRJ0UbAr
4.89439401186169E+017,2014-07-16 16:00:21,Elmar_Alekperov,en,#wedding  #love #life #photo #photographer #photosession #canon #mark3 #50mm #vsco #vscocam… http://t.co/38tdJfemaJ,
4.89439390742372E+017,2014-07-16 16:00:18,DanGisborne,en,On 22.5kg for bicep curling ,
4.89439389949653E+017,2014-07-16 16:00:18,SouLBoxEnt,en,"RT @QueenGodIs: #Shiny

#People
#CrewLove
#GratuityIncluded
💕💕💕 http://t.co/LWUsslOdB3",
4.89439376707813E+017,2014-07-16 16:00:15,CoughlinKaren,en,"Life not   http://t.co/E5ChqpcaQ7 ""It Happens"" .99 cents here pls re-tweet http://t.co/TFYhxkGC4a #Pharrell http://t.co/gUiY6SLaxN",
4.89439374711734E+017,2014-07-16 16:00:14,AyaPlum,en,Graduated #celebtation #instaphoto  #friends http://t.co/Pl1sB0BOIu,
4.89439371385258E+017,2014-07-16 16:00:14,JJ696969696,en,"Life not   http://t.co/XB6CXgvUMf ""It Happens"" .99 cents here pls re-tweet http://t.co/keCaRVzbxr #Pharrell http://t.co/xguGSYlA3g",
4.89439359385342E+017,2014-07-16 16:00:11,SimonBraddock,en,"Life not   http://t.co/Mc9N5H4yXa ""It Happens"" .99 cents here pls re-tweet http://t.co/JkYW9CsFB0 #Pharrell http://t.co/nBV6xYnRKV",
4.89439357762171E+017,2014-07-16 16:00:10,DarlaPayton,en,"Life not   http://t.co/86n2AuKFKQ ""It Happens"" .99 cents here pls re-tweet http://t.co/vk1bSOGKX5 #Pharrell http://t.co/mKUHO7whI4",
4.89439349516157E+017,2014-07-16 16:00:08,SpokaneRecords,en,"Life not   http://t.co/Sm3sZB5edd ""It Happens"" .99 cents here pls re-tweet http://t.co/vuymGbG4JD #Pharrell http://t.co/TahBYrM7Oo",
4.89439346789868E+017,2014-07-16 16:00:08,CynthiaConners,en,"Life not   http://t.co/EB5zHMiCWO ""It Happens"" .99 cents here pls re-tweet http://t.co/SfIHnTMuT3 #Pharrell http://t.co/KmG0vMetkx",
4.8943933891335E+017,2014-07-16 16:00:06,iLlobit,en,Hot pot for lunch! #yummy #lovelovelove  #tummy http://t.co/IeDqOJXKmc,
4.89439338120225E+017,2014-07-16 16:00:06,karena1995,en,Before I went out last night lol 😜 #selfie  #dusk #drunk http://t.co/ey5KyKlGyt,
4.89439333993443E+017,2014-07-16 16:00:05,TheNudeLight,en,The hapiness is in the wide red expanses where the wind sings and the sun reddens the landscape in the sunset http://t.co/Y9yh0EvISQ ,
4.89439332236014E+017,2014-07-16 16:00:04,CatherinEngland,en,"Happy-Pretty Kate &lt;3

#katemiddleton #duchessofcambridge #pretty #beautiful  http://t.co/O25MoOXYyo",
4.89439329908191E+017,2014-07-16 16:00:04,terriwoolery,en,I could live with the weather being like this every day :)  #FallinSummer,
4.89439327298929E+017,2014-07-16 16:00:03,the6mill,en,"Starting with yourself, naturally.

#quote #inspiration  http://t.co/Zc2mL8imXt",
4.89439325944173E+017,2014-07-16 16:00:03,Olym_Picture,en,"Pool party 
#honeybunch #poolparty #olympic# #parfait #chiil #lucbelaire #rozay  #time # http://t.co/otSHsxC2Bk",
4.8943932400221E+017,2014-07-16 16:00:02,alexanxdrauhl,en,#Birthday #Present  #Finally17 http://t.co/lPdxHBPuRE,
4.8943932064297E+017,2014-07-16 16:00:02,AllonszoVera,en,#Day #Perfect  #25 #01 #14 #mylife #futbol #worls #foreven #Go http://t.co/WY5iIN9jii,
4.89439319463957E+017,2014-07-16 16:00:01,PaulJ_Official,en,Gym selfie. Actually starting to see that shit! Aha #selfie #gym #mirin #gettingbetter  http://t.co/Yrinvhh4eW,
4.89439317434302E+017,2014-07-16 16:00:01,ffimmu,en,A lovely day of relaxing with nature. Waiting on #OrganicDelights farm to deliver now. #relax … http://t.co/6m7OB6GBBX,
4.89439312610886E+017,2014-07-16 16:00:00,adieruddinwanah,en,RT @misz_fuza: getting paid for a job you love. ,
4.89439299406811E+017,2014-07-16 15:59:56,ashepash,nl,🐍🐍🐍🐍 #snake #Tunesië #smile #zoo  #holiday @ Tunesië http://t.co/Z6oqAsDCDq,
4.8943929241491E+017,2014-07-16 15:59:55,Ale_Na_va,en,Dream never give up! #sea #nanao #summer #swimming  #bboy #breaking #freeze #tallercrew #keep  pic by my br... http://t.co/jT1eCruLw4,
4.89439286123455E+017,2014-07-16 15:59:53,Ale_Na_va,en,#outside #garden #nice #weather #summer #sun  #holiday #brown #eyes #red #hair #cap #enjoy #friends #family... http://t.co/nxGcnSJqDc,
4.8943925930127E+017,2014-07-16 15:59:47,LilyMarieMFC,en,My mom has started watching Desperate Housewives with me and today we're continuing with episode 2. I was a HUGE fan as a teen. ,
4.8943924656316E+017,2014-07-16 15:59:44,Amyy_LynnLee,en,"Oh idk. Just dancing and singing loudly by myself😄😜😂 no big deal.
",
4.89439241248584E+017,2014-07-16 15:59:43,Ale_Na_va,en,"after the party. \o/

#stopover #McFloat #BFFFRIES #McDonalds &lt;3  :) #gudnyt http://t.co/o3kIIeK4YA",
4.89439195807494E+017,2014-07-16 15:59:32,MagyRusher,en,@jamesmaslow  Happy Brithday♥😘😍🎆🎆🎆💋🍥 Mi Life♥ #24Years♥ http://t.co/TrfwM5LuoC,
4.89439189159911E+017,2014-07-16 15:59:30,hannahguzman00,en,It's been 3 months without an alcoholic beverage. ,
4.89439162324369E+017,2014-07-16 15:59:24,katlyn_packard,en,RT @k_pitz: cute good morning texts might just be my favorite thing ,
4.89439141759681E+017,2014-07-16 15:59:19,booboonfl,en,It's never to early to celebrate! Merci @ChandonUSA  http://t.co/IADBWeZ1eR,
4.89439097207808E+017,2014-07-16 15:59:08,oossllee,en,#meeting #proje #working #model #cast  #ozlemkaraoglu #podyum #action #photography @ Talent scout http://t.co/XN8i7wKgzG,
4.89439094171533E+017,2014-07-16 15:59:08,sfairclough,en,Best friends  http://t.co/pABIxU5F39,
4.89439093445902E+017,2014-07-16 15:59:07,OlivianaF,in,#asian #smile  #regional #convention #istora #senayan #jwindonesian #JW #blue #girl… http://t.co/XFzOXlAooT,
4.89439085245649E+017,2014-07-16 15:59:05,BikiniBridgeXXX,en,#me#summer#bikini#cute#iphononly#instagood#follow#beautiful#igdaily#instamood#twee... http://t.co/sRDqEJr9Wv http://t.co/aROgeORdVa,
4.8943908308976E+017,2014-07-16 15:59:05,HeeMugen,en,#quote of the day #smile and be  http://t.co/oMP1AUEP6J,
4.89439069764866E+017,2014-07-16 15:59:02,J_Deniece,en,I love my cousins! #family #love  #Favorite http://t.co/HrtBGPqYTR,
4.89439067155997E+017,2014-07-16 15:59:01,jeepbaby6,en,RT @NewportSkinnyT: Because I'm  http://t.co/EXvOXhnmWG,
4.89439061833441E+017,2014-07-16 15:59:00,howgorgeous1,en,#dandelions #weeds #flowers #wishes #positivity #life  #quote #DreamsCanComeTrue #vinyl #wallart @howgorgeous1 http://t.co/7lAMi05PFH,
4.89439060692193E+017,2014-07-16 15:59:00,katystrollface,en,NYC with the girls :D #NYC #Rain #Car #Beautiful #Shopping  #Girls @ New York City http://t.co/o4DSJz103r,
4.89439047702413E+017,2014-07-16 15:58:56,Nadinzulfa,en,RT @MesutOzil1088: back in the country of the world champions :-) 🏆 🏆  #DFBTeam  http://t.co/HCG0CeQUIU,
