id,created_at,username,lang,text,
4.89423454677266E+017,2014-07-16 14:56:59,SamGarabateito,en,#Voices #film. Why so #serious ()? http://t.co/6cfn2Ycy6p,
4.8942269164109E+017,2014-07-16 14:53:57,charlieflatt,en,This perfectly sums up how I feel right now  http://t.co/pbtOyX6nay,
4.89422614616478E+017,2014-07-16 14:53:39,MIunderstanding,en,"RT @daily_parenting: Struggling with your child's  and #aggressive behaviors? Want to learn how to respond in a #calm, loving way? ht…",
4.89422384429273E+017,2014-07-16 14:52:44,Michhloredo,en,I'm not in the greatest mood right now. #hungry #tired ,
4.89422032967193E+017,2014-07-16 14:51:20,versaphotovic,en,Can't deliver anything online until my internet service is restored  #noservice #chrages #dispute,
4.89421897810338E+017,2014-07-16 14:50:48,princessrose187,en,Honestly dunno what to do :( Love my princess so much and it kills me that this is even an issue  #Upset #Disappointed,
4.89420849003242E+017,2014-07-16 14:46:38,Huniidew,en,Rough poem #poem #sad  #ihateschool http://t.co/WSfoiaU7RN,
4.89420830104093E+017,2014-07-16 14:46:33,frankiefriggs,en,"#throwback to yesterday.. My ""i missed the ferry"" selfie.  #selfie #malta #gozo #ferry… http://t.co/kyXvAsHdA5",
4.89420751942849E+017,2014-07-16 14:46:14,Robs_au,en,Oops it was #outrage I called. MT @Robs_au: A #RAGING peloton #sbstdf #sherliggettisms @SherLiggettisms C'mon I called  last time.,
4.89420623278776E+017,2014-07-16 14:45:44,TeenyC87,en,I'm getting real sick of redoing my work because other people are irresponsible.  #frustrated #work #grump,
4.89420454797406E+017,2014-07-16 14:45:04,Robs_au,en,A #RAGING peloton #sbstdf #sherliggettisms @SherLiggettisms C'mon I called  last time.,
4.89419524706673E+017,2014-07-16 14:41:22,titahsmilley_jb,en,"The little pricks,he plays with my feelings ",
4.89419261258269E+017,2014-07-16 14:40:19,daily_parenting,en,"Struggling with your child's  and #aggressive behaviors? Want to learn how to respond in a #calm, loving way? http://t.co/D7qTBWm8uj",
4.89418738773815E+017,2014-07-16 14:38:14,Alvitis,lv,RT @BestVinesLatvia: K. Daugaviņš angry about the judges lame #hockey #IIHF #IIHFLAT #IIHFBLR  #rage https://t.co/XL8VNm8cje,
4.89418214519345E+017,2014-07-16 14:36:09,Angrycomicgirl,en,Sometimes i wish i was alone and just settled with just that. these are my angry thoughts at the moment feels #annoyed #letmebe,
4.8941779948458E+017,2014-07-16 14:34:31,cnr_bilge,en,#me #rightnow  #stupidhumans #dont #serious #cat #vine #lol #feelings #todaysinspiration 😒 http://t.co/FGVxaKoVxf,
4.89417327352746E+017,2014-07-16 14:32:38,ZLN_93,en,@ThreeUK have done nothing but caused me grief over the last week. Why is it so hard to transfer a contract into my name?!  😡😡,
4.89414286599393E+017,2014-07-16 14:20:33,X_Ake_,en,Level that life up http://t.co/8eg9tlwpHU via @Twitch #RogueLegacy ,
4.89413778946011E+017,2014-07-16 14:18:32,JuliaHart923,en,@wickedm I'm not gonna bitch anymore about it. I just had to get it out. She broke the glass on a painting today slamming the wall.,
4.89413674168091E+017,2014-07-16 14:18:07,sushibaybeh,en,I'm tired of being in pain #gr #gr #gr ,
4.8941323079662E+017,2014-07-16 14:16:21,fairyhaein,en,"You took a day with my cousins away from me, and you should feel guilty. I tried not to, but you made me cry. #YouSuck #tears #mad ",
4.89412735583539E+017,2014-07-16 14:14:23,enav2388,en,The fact that i have to work inside on a beautiful day like today is making me want to bang my head against a wall 😫 #perfectweather ,
4.89410420508467E+017,2014-07-16 14:05:11,IAmKaraokeboy,en,Emotional. #Real #True #Loving #Loyal #Strong  #Caring #Valencia http://t.co/U7vnWw9kmR,
4.89410134696018E+017,2014-07-16 14:04:03,PowerFineWines,en,"@AodhBC @ISPCA1 He is , they say! #Jonathan may well be a member of the #leavedolphinsalone front! @WdFoodFestival @ilovewaterford",
4.89409615264629E+017,2014-07-16 14:01:59,IAmKaraokeboy,en,Emotional. #Real #True #Loving #Loyal #Strong  #Caring #NoFilter http://t.co/1tFTg1obOJ,
4.89409397479981E+017,2014-07-16 14:01:07,NewGlitterati,en,I think they know we're leaving for vaca....  #needy #smalltroubledcat #sushicat http://t.co/BSCpLcWstm,
4.89409143137395E+017,2014-07-16 14:00:07,chell_chellz,en,Every time I catch a @united airline flight there's always a delay it's outrageous. Smdh I have important matters to attend to. ,
4.89408620522516E+017,2014-07-16 13:58:02,IshitaGaur,en,Why do ppl have to pretend something they are not  ! #Irritated  #shocked #FakePeople #PissedOff,
4.8940855007957E+017,2014-07-16 13:57:45,kbthedestroyer,en,"I need to start to meditating again, lost my cool at work...
#annoyed
#pissed
",
4.89408421200798E+017,2014-07-16 13:57:15,hiimjamescalvet,en,"RT @CameronBuscher: Some @RiotFest fan edited the Byers, Colorado Wikipedia page.  http://t.co/nvIQmgsTG0",
4.8940323350947E+017,2014-07-16 13:36:38,burcucaliskn,en,Tam bir seksi💋 #grey #african #parrot  #horrible http://t.co/mvj3UwlsG3,
4.89402162599195E+017,2014-07-16 13:32:22,Lucky_Saadist,en,"My father really piss me off ;DDD
",
4.89402159809954E+017,2014-07-16 13:32:22,samhowley86,en,#annoyed  #mad!!!,
4.89400088163545E+017,2014-07-16 13:24:08,lgmusic28,en,something from me or to do something they wouldnt b long in texting,
4.89399303752786E+017,2014-07-16 13:21:01,ladyratna,en,On the verge of punching and kicking someone. I need a therapy. Fast.  #pms,
4.89398641493557E+017,2014-07-16 13:18:23,yasinmis,en,@yasinmis that was a week ago. Today #Ropotamo is ,
4.89395958354952E+017,2014-07-16 13:07:43,zane_kido,en,I can't even keep my hair #dad #sad  #hair,
4.89395803681599E+017,2014-07-16 13:07:06,laurynashley14,en,The only food I have til payday is a bag of Doritos and 4 pkgs of ramen.. A certain coworker ate half my effing Doritos. #outofmoney ,
4.89394058482049E+017,2014-07-16 13:00:10,hppythegreat,en,"People who R  with each other for the #SillyLittleThings, R usually the ones who care about each other the most
#JustSaying",
4.8939371409193E+017,2014-07-16 12:58:48,i_m_shikhar,en,"Thor is now a woman..!!
What is the need to mess with a character that works..!!???
http://t.co/KZzvUAHrhn
#marvelsucks ",
4.89392418723095E+017,2014-07-16 12:53:39,Nancy485,en,"Evil Queen Regina is able to love yay… But Emma broke all .
 #OnceUponATime @LanaParrilla can't wait to the next season .",
4.89392417976484E+017,2014-07-16 12:53:39,evansattobrah71,en,If dey rain dnt stop den i wnt eat ,
4.89390147851391E+017,2014-07-16 12:44:38,marlborowriter,en,Work is frustrating,
4.89388997215814E+017,2014-07-16 12:40:04,rhinescustoms,en,So somebody in Taiwan thinks it's funny to break our demos in the store. Dare I say sore loser? ,
4.8938801230515E+017,2014-07-16 12:36:09,PauliinaMuller,en, #exhausted #precipice #people #mentalhealth http://t.co/EyiXH6y2hF,
4.89387988254982E+017,2014-07-16 12:36:03,Miss_Carter88,en,Absolutely disgusted watching the news  on the arrests and how child abuse is so easily accessed online. They should all be shot  😡,
4.8938694724094E+017,2014-07-16 12:31:55,SamJayHal,en,"I hate when you get told something will happen and it doesn't, it annoys the fuck out of me #mad#sad",
4.8938547745194E+017,2014-07-16 12:26:04,SummiyaZs,en,Mood: ,
4.89384574020231E+017,2014-07-16 12:22:29,_abigalewilson,en,Some people literally just get everything #poor #upset ,
4.89384193970156E+017,2014-07-16 12:20:58,talk2klazzik,en,Weird!  isn't it thesame as telling me to go hang myself to death to get $1000? http://t.co/zLKWhSFTeL,
4.89379499298271E+017,2014-07-16 12:02:19,johnspatricc,en,http://t.co/pCg4gncTan - Angry Monsters Space Drop  |  Games  |  iPhone App  | # FREE ↓ $0.99 #iPhone #App #iOS  #Games  #Monsters #S…,
4.89378181104042E+017,2014-07-16 11:57:05,ErifiliMouza,en,The Wifi here is so freaking slow 😡#wifi #slow #dead ,
4.89377650289287E+017,2014-07-16 11:54:58,VonRecruits,en,"You know what.. I really hate people ""flying me aeroplane""!! ",
4.89376665479291E+017,2014-07-16 11:51:03,dnzzokms,en,#meloo#happy#love#instgram #instalife #instagood#funny http://t.co/8UTtEQrVD1,
4.89374620760687E+017,2014-07-16 11:42:56,MrHeart333,en,That Girl Was So Chipku ,
4.89373416814678E+017,2014-07-16 11:38:09,MlNlON,en,bonding#time#mother#and#son#during#free#day#snack#treasure#when#minion#choco#muffin#combine#with#birds#gumm... http://t.co/nNTyCbIgdR,
4.89371190733984E+017,2014-07-16 11:29:18,KHLee12,en,Being a @RelianceCares customer means your basic necessity of hot water is taken away from you.  #notagoodmorning,
4.89370270411797E+017,2014-07-16 11:25:39,iam_Habib,en,Every time u never reply @iamahmadshahzad ,
4.89370007663809E+017,2014-07-16 11:24:36,SaraBottomleyX,en,@_toriia_ yep! Plus Dans got to be private at the dentist so gotta fork out lots a dosh there! Paying taxes for NHS for no reason 😡😤 ,
4.89368962816553E+017,2014-07-16 11:20:27,audryKoum,en,RT @jackflorent: #bored #hungry ,
4.89368509374542E+017,2014-07-16 11:18:39,jackflorent,en,#bored #hungry ,
4.89368397898326E+017,2014-07-16 11:18:12,peteriwanoff,en,"Agency workers I know getting told ""your not booking a holiday this year , if you do you will have no job when you get back "" ",
4.89368071455662E+017,2014-07-16 11:16:54,zannieT69,en,"@TeletextHoliday if this is the only way to make my point, I WILL keep going! Need to talk to senior management NOW ",
4.89367233773462E+017,2014-07-16 11:13:35,zannieT69,en,@TeletextHoliday 80 mins left!!! Was promised a call by 1.30 at latest! You are running out of time! Very poor customer service 😁😁😁 ,
4.89366912674312E+017,2014-07-16 11:12:18,DylanCumbo16,en,"I feel like a million dollars, if it was shot in the middle of the case! ",
4.89366021468222E+017,2014-07-16 11:08:46,whaateverxx,en,#vscocam #polishgirl #oldpic #smile  #but #yea #summer #bored http://t.co/Rokvfc5yVR,
4.89363139746877E+017,2014-07-16 10:57:19,tahasaeed1,en, :@ ... Need to calm down.. Its #Ramadan !!,
4.89362152726073E+017,2014-07-16 10:53:23,nikqissyfanpage,et,RT @itsnikqistina: #bored #hungry #annoyed  #sad #semuapunada http://t.co/mL18F4gkVK,
4.89360118983983E+017,2014-07-16 10:45:18,LivCarmichael_x,en,Can't socialise with mongs today!!! ,
4.89359687783969E+017,2014-07-16 10:43:36,arundutta84,en,Wrong #medication and then find out that I have had #pneumonia.  #furious #annoyed #frustrated,
4.89358226493026E+017,2014-07-16 10:37:47,jez_taylor,en,@BBCSporf uh oh! Keane with a beard.. never a good sign.. ,
4.89353288622834E+017,2014-07-16 10:18:10,GethinGjj,en,When bae isn't keen  #iwantaction #alwaysnexttime http://t.co/3Iy60BpAS5,
4.89352866264793E+017,2014-07-16 10:16:29,coleeey25,en,@hm wouldn't advise anyone to order from here.. 3 weeks later I'm still waiting!!!  Pooooor service 😡 ,
4.89352806818914E+017,2014-07-16 10:16:15,kelistar23,en,Yet again @Petpalsdirect have proved to be useless!  #badcustomerservice,
4.89352157229892E+017,2014-07-16 10:13:40,sammishea17,en,"When u fuck with one u fuck with all of us, that's just how it goes.  #sleepy  #dontfuckwitus",
4.89348910767673E+017,2014-07-16 10:00:46,hooog94,en,Don't call me fat when I'm running and you're an obese man sitting in his car. ,
4.8934862709393E+017,2014-07-16 09:59:39,Littlz84,en,"What a FUCKED day! Left meat out overnight, was supposed to be for dinner tonight, now ive lost my fuckin car keys at the shops! #FML ",
4.89348161652425E+017,2014-07-16 09:57:48,Deano_peppers,en,Dirty warm up picture  #beavers #cartoon #porno http://t.co/Ilz2ZRXsXn,
4.89347750019228E+017,2014-07-16 09:56:09,BethyW94,en,Urgh I just want back what's mine why is that so bloody difficult for you ,
4.89346554516349E+017,2014-07-16 09:51:24,mmmWorld85,en,"How many times do you let say?
Do not despise Directioner
#I #am  #very #much
Do you know? It is you",
4.89344198676869E+017,2014-07-16 09:42:03,MagdaZolynia,en,Why does the weather always has to be nice when im working and pissing it down with the rain when im not ?! ,
4.89343405462671E+017,2014-07-16 09:38:54,RobynnSamuels,en,I wish I could tell certain ppl what I really think!! 'you're a phucking idiot!'  #irritated #annoyed,
4.89341877679043E+017,2014-07-16 09:32:49,medievalgill,en,"@Pimlids @KathOMeara @thecailinrua @IrishTimes @EverydaySexism ""angry birds""
FFS it's not even something Irish people say Mots ;-)",
4.89341406830686E+017,2014-07-16 09:30:57,CharlotteJYates,en,"My phone is the worst phone ever!! Sony shitperia, overheated so my alarm never went off and I missed my niece's sports day :( ",
4.89340727537992E+017,2014-07-16 09:28:15,1StarVega,en,#My  dog Maylo #lol #new #video #animal http://t.co/b8K1pU6qRH,
4.89340178310656E+017,2014-07-16 09:26:04,Sidney_Eddia,en,Egg just got squashed.,
4.89338794542645E+017,2014-07-16 09:20:34,kkvie,en,"First time I’m on a EU mailing list and it’s HORRIBLE. Also, there’s such a STUPID waste of money going on in EU land.  #codeEU",
4.89337562436092E+017,2014-07-16 09:15:41,fenellajonixoxo,en,Basically what i studied for maths quiz is just useless durin quiz just now ,
4.89337386116342E+017,2014-07-16 09:14:58,Magitekwarrior,en, When are South Africans going to learn that they are only harming EVERYONE by stealing telecom hardware http://t.co/gYGbav7Q73,
4.89335369305821E+017,2014-07-16 09:06:58,carlyistheshit7,en,"Got cheated on for the first time :/ can't sleep,crying so much #kik #crying #bisexual #cheater  http://t.co/F2Gwkt6vSL",
4.8933406189971E+017,2014-07-16 09:01:46,wes_simpson,en,Still without doubt my favourite thing on YouTube #funny #guitarPlayer   http://t.co/xVMrjqFEBQ,
4.89332836386611E+017,2014-07-16 08:56:54,Priya06623377,en,@Shaheer_S just now saw d episode as I'm partying hard😁.what to say #BestPortrayal of a father  #grief  #venge http://t.co/2OQUUFPxVv,
4.89328200078869E+017,2014-07-16 08:38:28,danjpacker,en,Sooo annoyed! Overslept so no time for the gym!  #deadlinestomeet,
4.89326753689506E+017,2014-07-16 08:32:43,LoganDMatthews,en,@justinbieber is human just like all of us so he gets  #Upset #Sad too,
4.89326349677769E+017,2014-07-16 08:31:07,zannieT69,en,@TeletextHoliday here's hoping for resolution by 1.30 today or I will be within my rights to cancel both of the holidays I booked!!! ,
4.89326081754018E+017,2014-07-16 08:30:03,AlexAllinOne,en, contestant exposes unlicensed beauty contest http://t.co/5pkiGCz7RF #Sports,
4.89325425667998E+017,2014-07-16 08:27:27,lautner1991,en,I CAN'T SLEPP #HateThis #Grrrr  😲,
4.89323444962873E+017,2014-07-16 08:19:35,AllStoresMall,en,Imported Licensed Rovio Angry Birds Medium... http://t.co/PupUmieNcF  #Birds #Imported #Licensed #Medium #Messenger #Rovio #Yellow,
4.8932126625683E+017,2014-07-16 08:10:55,rileyboinske,en,@5SOS WHY THE FRICK ARENT U CALLED 4 SAUCE IF U ONLY HAVE 4 BAND MEMBERS????!! u lied #overit @ChoudryAyesha @Nashgrier  #petpeeve,
4.89321053458407E+017,2014-07-16 08:10:04,unstuck6,en,Anger is exhausting. I don't want to waste my #energy on being . Stephen Warley http://t.co/0D3SGMVMxE� #emotions #feelings #positive,
4.89319861219099E+017,2014-07-16 08:05:20,16_holly,en,Theif in town! #theft #food  #peoples #stolen #replace #return #flat http://t.co/og95QaBMSY,
4.89319335895507E+017,2014-07-16 08:03:15,G3WRD,en,@smarriott26 worrying m8 said it proudly too  🙈,
4.89314031627272E+017,2014-07-16 07:42:10,EricTheBeige,en,Beware. Low tolerance to f***wits at the moment ,
4.89313693000552E+017,2014-07-16 07:40:50,taccer,en,@carlynyst Swe also nurses jihadist's the way article descr. We have our Sec.Police but we have probl w return  youth @Andrew_Zammit,
4.89308726265143E+017,2014-07-16 07:21:05,Bargain_Finder_,en,Red Rovio Angry Birds Space Licensed... http://t.co/gPc2w7u3Pl #4A-ANB-S_x1  #Birds #E-LITE #Licensed #Rovio #Sling #Space #String,
4.89306621223649E+017,2014-07-16 07:12:44,gaz770,en,Not the start 2 the day i wanted ! Dont like bein threatened 4 sumthin that wasnt even me !  #woundup,
4.89306606421565E+017,2014-07-16 07:12:40,happysnehal111,en,I hav seen #LDCE at its bad bt didnt know it can get worse.. No fans n professors saying to study.. ,
4.89305139510272E+017,2014-07-16 07:06:50,softscoop15,en, -why do receptionists suddenly think they're doctors as you have to tell them your symptoms in order to get a doc to even phone you?,
4.89304527787807E+017,2014-07-16 07:04:24,RickyHuggins,en,So all that traffic was for 2 cars on the hard shoulder that had bumped into each other slighty !! Wtf!! A1m go fuck ya self ! ,
4.89304480060412E+017,2014-07-16 07:04:13,chelsealynn32,en,I need a coke. &amp, some ice cream. 
4.89304164540097E+017,2014-07-16 07:02:58,aupact,en,RT @RouleReport: Yes keith = I got a #LITTLE mad this time = Might get a LOT  Later  @kmoss50 @Scruffbucket @aupact @Uaskt @DrCarolin…,
4.8930398228043E+017,2014-07-16 07:02:14,RouleReport,en,Yes keith = I got a #LITTLE mad this time = Might get a LOT  Later  @kmoss50 @Scruffbucket @aupact @Uaskt @DrCarolineWrig1,
4.89303897966522E+017,2014-07-16 07:01:54,AishaCarolinaz,en,"Hecky People 
",
4.89302485345911E+017,2014-07-16 06:56:17,PinkCadillac55,en,Do Not get stepped on! Love this guy! #SuperMario #villianChillin  http://t.co/FfKhmFE1N0,
4.89301543036793E+017,2014-07-16 06:52:33,Kaylah18xxx,en,This is me #quote #brick #throw  http://t.co/Tsy3cqIg8l,
4.89297639448773E+017,2014-07-16 06:37:02,OfficialJonson,en,Genuinely woke up thinking it was Saturday. It’s only fudging Wednesday. Can’t describe to you how pissed off I was! ,
4.89294588524241E+017,2014-07-16 06:24:55,AntheaDCharles,en,"""@dalepartridge: Every #minute you are  you #lose 60 seconds of #happiness.""",
4.89292027603845E+017,2014-07-16 06:14:44,IsEasierToRun,en,I swear if that lazy bastard doesn't shop off that damn mango tree this year I am going to be pissed. 4 months of little to no sleep. ,
4.89291819037913E+017,2014-07-16 06:13:54,DanieleMadison,en,RT @giulie_j: You said you would call me back and it's been like an hour 😠😤👊👎 @DanieleMadison  #hashtagsarekool,
4.89289775547826E+017,2014-07-16 06:05:47,GhenamHoussam,en,So  😆 😆 😆,
4.89288909235696E+017,2014-07-16 06:02:21,ri90italy,en,Going back to #cagliari ...we're very late because of that stupid person who's my brother and of course we have ahead a very slow bus ,
4.8928827027542E+017,2014-07-16 05:59:48,Iceboy_shiku,en,Sometimes I feel like am useless ,
4.89286355633983E+017,2014-07-16 05:52:12,4nhelo,en,What do you feel #sad or #happy or #Shock  or #love about fact that @1AhamSharma married? : Me #love little #shock,
4.89286185387188E+017,2014-07-16 05:51:31,erinn_smiles,en,"Long story short, I sprayed deodorant at school responsibly and now i'm suspended for 5 days. Once again Fuck You Rosewood. #unfair ",
4.89285587128824E+017,2014-07-16 05:49:09,hot_ednana,pl,@asvpxkeemi_ ttyt. ,
4.8928365667523E+017,2014-07-16 05:41:28,littlebluejay13,en,All I want to do right now is cry and eat massive amounts of salmon sashimi. #pissed  #rage #cravings #sad #badday,
4.89283472976917E+017,2014-07-16 05:40:45,CarleyBlayney,en,I tried or toast my bagel for like 3 minutes and then I realised the toaster wasn't on ,
4.8928184659361E+017,2014-07-16 05:34:17,Lilsackett,en,"Don't punch the wall, don't punch the wall! #pissedoff ",
4.89278541423313E+017,2014-07-16 05:21:09,camorol,en,RT @johnspatricc: http://t.co/yBCNTGhZRV - Angry Monsters 2  |  Games  |  iPhone App  | # FREE ↓ $0.99 #iPhone #App #iOS  #Games  #Mo…,
4.89278540303446E+017,2014-07-16 05:21:09,kellboone,en,RT @johnspatricc: http://t.co/yBCNTGhZRV - Angry Monsters 2  |  Games  |  iPhone App  | # FREE ↓ $0.99 #iPhone #App #iOS  #Games  #Mo…,
4.89278533017948E+017,2014-07-16 05:21:07,lizaraylight,en,RT @johnspatricc: http://t.co/yBCNTGhZRV - Angry Monsters 2  |  Games  |  iPhone App  | # FREE ↓ $0.99 #iPhone #App #iOS  #Games  #Mo…,
4.89278531424121E+017,2014-07-16 05:21:06,brendmilll,en,RT @johnspatricc: http://t.co/yBCNTGhZRV - Angry Monsters 2  |  Games  |  iPhone App  | # FREE ↓ $0.99 #iPhone #App #iOS  #Games  #Mo…,
4.89277749853692E+017,2014-07-16 05:18:00,johnspatricc,en,http://t.co/yBCNTGhZRV - Angry Monsters 2  |  Games  |  iPhone App  | # FREE ↓ $0.99 #iPhone #App #iOS  #Games  #Monsters #2 #,
4.8927713333676E+017,2014-07-16 05:15:33,ALiIMMAM,en,#Leo forgives very easily even if they're  just 10 minutes ago !!,
4.89276352768397E+017,2014-07-16 05:12:27,AdoreVRos,en,I fucking hate that we switched cable companies ,
4.89276205578068E+017,2014-07-16 05:11:52,NAppasamy,en,Cell C ..... u suck big tym..... hw da hell do u keep billing me....wen my contract has expired . .....? for days .........,
4.89275263130165E+017,2014-07-16 05:08:07,kianna_torres,en,RT @SindriPetursson: Turns out Nash Grier really doesn't like bananas. #Nash #Grier  #bananaattack  #surprise #iceland https://t.co/5…,
4.89274185475031E+017,2014-07-16 05:03:50,toddmichaelcox,en,"My dear brothers and sisters, take note of this: Everyone should be quick to #listen slow to #speak and slow to become  (James 1:19)",
4.89271938913546E+017,2014-07-16 04:54:55,eliesczhae,en,You call me disrespectful? Just wait and you'll see! ashell #pissedoff,
4.8927190223854E+017,2014-07-16 04:54:46,ZaREALCat,en,I hate going to bed feeling like this. #sad  #hurt #annoyed,
4.89271851672424E+017,2014-07-16 04:54:34,AllStoresMall,en,Angry Birds Large Rolling Backppack 16 http://t.co/RmUfeH4yUX  #Backppack #Birds #Large #Rolling,
4.89271039331803E+017,2014-07-16 04:51:20,eliesczhae,en,"Can't you understand?! Stop spamming my inbox, bitch! You are no longer my sister. You are nothing to me! #pissedoff ashell",
4.89268440901763E+017,2014-07-16 04:41:01,GOFREAKINGHAWKS,en,"“@nikrox21: http://t.co/coLr6ZfyXc

@Chestar8 Hey is this that new girl at work?  Lol” she looks like she needs a hug or more ",
4.89267699378168E+017,2014-07-16 04:38:04,UrbanReLeafSILK,en,Check out ITCHY #BITCH SKIN SILK! Soothe &amp, #Relax #Anxiety #Stress #PMS #Menopause  #Moody  http://t.co/IqklfNjLXr via @eBay
